Format Version,1.21,Take Name,rutina1,Capture Frame Rate,120.000000,Export Frame Rate,30.000000,Capture Start Time,2017-11-16 03.39.44.594 PM,Total Frames in Take,2695,Total Exported Frames,675,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone,Bone
,,Skeleton1_Hip,Skeleton1_Hip,Skeleton1_Hip,Skeleton1_Hip,Skeleton1_Hip,Skeleton1_Hip,Skeleton1_Hip,Skeleton1_Ab,Skeleton1_Ab,Skeleton1_Ab,Skeleton1_Ab,Skeleton1_Ab,Skeleton1_Ab,Skeleton1_Ab,Skeleton1_Chest,Skeleton1_Chest,Skeleton1_Chest,Skeleton1_Chest,Skeleton1_Chest,Skeleton1_Chest,Skeleton1_Chest,Skeleton1_Neck,Skeleton1_Neck,Skeleton1_Neck,Skeleton1_Neck,Skeleton1_Neck,Skeleton1_Neck,Skeleton1_Neck,Skeleton1_Head,Skeleton1_Head,Skeleton1_Head,Skeleton1_Head,Skeleton1_Head,Skeleton1_Head,Skeleton1_Head,Skeleton1_LShoulder,Skeleton1_LShoulder,Skeleton1_LShoulder,Skeleton1_LShoulder,Skeleton1_LShoulder,Skeleton1_LShoulder,Skeleton1_LShoulder,Skeleton1_LUArm,Skeleton1_LUArm,Skeleton1_LUArm,Skeleton1_LUArm,Skeleton1_LUArm,Skeleton1_LUArm,Skeleton1_LUArm,Skeleton1_LFArm,Skeleton1_LFArm,Skeleton1_LFArm,Skeleton1_LFArm,Skeleton1_LFArm,Skeleton1_LFArm,Skeleton1_LFArm,Skeleton1_LHand,Skeleton1_LHand,Skeleton1_LHand,Skeleton1_LHand,Skeleton1_LHand,Skeleton1_LHand,Skeleton1_LHand,Skeleton1_RShoulder,Skeleton1_RShoulder,Skeleton1_RShoulder,Skeleton1_RShoulder,Skeleton1_RShoulder,Skeleton1_RShoulder,Skeleton1_RShoulder,Skeleton1_RUArm,Skeleton1_RUArm,Skeleton1_RUArm,Skeleton1_RUArm,Skeleton1_RUArm,Skeleton1_RUArm,Skeleton1_RUArm,Skeleton1_RFArm,Skeleton1_RFArm,Skeleton1_RFArm,Skeleton1_RFArm,Skeleton1_RFArm,Skeleton1_RFArm,Skeleton1_RFArm,Skeleton1_RHand,Skeleton1_RHand,Skeleton1_RHand,Skeleton1_RHand,Skeleton1_RHand,Skeleton1_RHand,Skeleton1_RHand,Skeleton1_LThigh,Skeleton1_LThigh,Skeleton1_LThigh,Skeleton1_LThigh,Skeleton1_LThigh,Skeleton1_LThigh,Skeleton1_LThigh,Skeleton1_LShin,Skeleton1_LShin,Skeleton1_LShin,Skeleton1_LShin,Skeleton1_LShin,Skeleton1_LShin,Skeleton1_LShin,Skeleton1_LFoot,Skeleton1_LFoot,Skeleton1_LFoot,Skeleton1_LFoot,Skeleton1_LFoot,Skeleton1_LFoot,Skeleton1_LFoot,Skeleton1_RThigh,Skeleton1_RThigh,Skeleton1_RThigh,Skeleton1_RThigh,Skeleton1_RThigh,Skeleton1_RThigh,Skeleton1_RThigh,Skeleton1_RShin,Skeleton1_RShin,Skeleton1_RShin,Skeleton1_RShin,Skeleton1_RShin,Skeleton1_RShin,Skeleton1_RShin,Skeleton1_RFoot,Skeleton1_RFoot,Skeleton1_RFoot,Skeleton1_RFoot,Skeleton1_RFoot,Skeleton1_RFoot,Skeleton1_RFoot,Skeleton1_LToe,Skeleton1_LToe,Skeleton1_LToe,Skeleton1_LToe,Skeleton1_LToe,Skeleton1_LToe,Skeleton1_LToe,Skeleton1_RToe,Skeleton1_RToe,Skeleton1_RToe,Skeleton1_RToe,Skeleton1_RToe,Skeleton1_RToe,Skeleton1_RToe
,,"1","1","1","1","1","1","1","2","2","2","2","2","2","2","3","3","3","3","3","3","3","4","4","4","4","4","4","4","5","5","5","5","5","5","5","6","6","6","6","6","6","6","7","7","7","7","7","7","7","8","8","8","8","8","8","8","9","9","9","9","9","9","9","A","A","A","A","A","A","A","B","B","B","B","B","B","B","C","C","C","C","C","C","C","D","D","D","D","D","D","D","E","E","E","E","E","E","E","F","F","F","F","F","F","F","10","10","10","10","10","10","10","12","12","12","12","12","12","12","13","13","13","13","13","13","13","14","14","14","14","14","14","14","11","11","11","11","11","11","11","15","15","15","15","15","15","15"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
0,0.000000,0.003137,0.683925,0.000458,-0.729545,-0.000439,0.917242,0.006648,0.045614,0.681851,0.032321,-0.729352,-0.000057,0.994398,0.006343,0.010767,0.683060,0.038815,-0.729251,0.022434,1.198772,0.001722,-0.078382,0.718389,-0.044726,-0.689763,0.018508,1.404219,0.010607,-0.069234,0.750979,-0.092394,-0.650155,0.013804,1.545076,0.017621,0.072994,0.727471,-0.035365,-0.681327,0.039489,1.391719,0.046539,0.002919,0.633195,0.099527,-0.767561,0.034129,1.405303,0.133304,-0.035161,0.634106,0.109735,-0.764612,0.090333,1.358311,0.439868,-0.043674,0.659419,0.089426,-0.745159,0.132874,1.305689,0.678156,-0.042901,0.698159,0.091443,-0.708782,0.034696,1.394865,-0.028325,0.009207,0.682352,-0.069237,-0.727679,0.033954,1.411541,-0.114712,0.073659,0.682615,-0.038509,-0.726036,0.015294,1.375820,-0.427322,0.115707,0.666890,0.018178,-0.735893,-0.000686,1.337365,-0.669401,0.010673,0.684434,-0.060733,-0.726462,0.005629,0.917583,0.100545,-0.029911,0.709078,-0.029685,-0.703870,0.036465,0.501971,0.141856,0.005296,0.663513,0.005491,-0.748125,0.068501,0.111498,0.141405,-0.075193,0.690834,-0.001495,-0.719091,-0.006508,0.916902,-0.087250,-0.007625,0.698539,-0.035485,-0.714651,0.037902,0.502842,-0.131674,0.006839,0.779874,0.002086,-0.625896,0.061665,0.111775,-0.115981,0.007904,0.662347,0.008143,-0.749112,-0.072545,0.052491,0.158303,0.007347,0.775815,0.003949,-0.630905,-0.076931,0.052287,-0.146213
1,0.033333,0.002994,0.683867,0.000193,-0.729601,-0.000810,0.917211,0.006676,0.045967,0.681794,0.032344,-0.729382,-0.000472,0.994367,0.006359,0.010814,0.683029,0.038625,-0.729289,0.022122,1.198711,0.001638,-0.077875,0.718164,-0.044788,-0.690051,0.018152,1.404160,0.010457,-0.069262,0.750593,-0.092155,-0.650631,0.013541,1.545049,0.017354,0.072978,0.727533,-0.035324,-0.681265,0.039141,1.391676,0.046391,0.003101,0.633270,0.099539,-0.767497,0.033764,1.405253,0.133155,-0.034938,0.634556,0.109908,-0.764224,0.089908,1.358332,0.439742,-0.043872,0.659839,0.090276,-0.744673,0.132142,1.305735,0.678060,-0.042529,0.697617,0.091652,-0.709310,0.034338,1.394797,-0.028474,0.008098,0.681925,-0.069789,-0.728040,0.033471,1.411457,-0.114863,0.072937,0.682248,-0.038414,-0.726459,0.014491,1.375946,-0.427478,0.116011,0.665966,0.018319,-0.736678,-0.001734,1.337781,-0.669528,0.010470,0.684497,-0.060883,-0.726394,0.005273,0.917570,0.100573,-0.030024,0.708958,-0.029821,-0.703980,0.036313,0.501970,0.141849,0.005254,0.663468,0.005450,-0.748167,0.068488,0.111527,0.141403,-0.075388,0.690717,-0.001642,-0.719183,-0.006893,0.916853,-0.087220,-0.007749,0.697502,-0.035703,-0.715651,0.037711,0.502818,-0.131683,0.006824,0.779869,0.002098,-0.625903,0.061663,0.111789,-0.115974,0.007880,0.662360,0.008094,-0.749101,-0.072550,0.052504,0.158318,0.007274,0.775794,0.003886,-0.630933,-0.076933,0.052302,-0.146207
2,0.066667,0.002839,0.683908,-0.000012,-0.729563,-0.001172,0.917197,0.006695,0.046306,0.681823,0.032154,-0.729341,-0.000874,0.994352,0.006374,0.010730,0.683071,0.038490,-0.729258,0.021754,1.198645,0.001499,-0.077563,0.718068,-0.044549,-0.690201,0.017719,1.404093,0.010304,-0.069336,0.750312,-0.092303,-0.650926,0.013218,1.545048,0.017190,0.073126,0.727496,-0.035201,-0.681295,0.038707,1.391618,0.046241,0.003764,0.633371,0.099812,-0.767375,0.033342,1.405199,0.133006,-0.034923,0.634831,0.110291,-0.763941,0.089371,1.358418,0.439635,-0.042601,0.659996,0.088433,-0.744829,0.131413,1.305663,0.678090,-0.042904,0.697453,0.091236,-0.709503,0.033912,1.394732,-0.028624,0.007167,0.681475,-0.070190,-0.728433,0.032991,1.411389,-0.115013,0.072394,0.681592,-0.038054,-0.727147,0.013660,1.376078,-0.427629,0.115424,0.666841,0.019653,-0.735944,-0.003023,1.338225,-0.669757,0.010384,0.685090,-0.061150,-0.725813,0.004900,0.917564,0.100592,-0.030341,0.709569,-0.029851,-0.703350,0.036117,0.501989,0.141994,0.005210,0.663491,0.005463,-0.748146,0.068476,0.111522,0.141418,-0.075524,0.690715,-0.001778,-0.719170,-0.007245,0.916830,-0.087202,-0.007887,0.697507,-0.035847,-0.715637,0.037519,0.502813,-0.131667,0.006482,0.779875,0.002155,-0.625898,0.061625,0.111794,-0.115956,0.007778,0.662343,0.008074,-0.749117,-0.072560,0.052492,0.158318,0.007028,0.775782,0.004077,-0.630949,-0.076943,0.052258,-0.146222
3,0.100000,0.002615,0.683926,-0.000101,-0.729546,-0.001536,0.917178,0.006635,0.046462,0.681934,0.031693,-0.729248,-0.001272,0.994334,0.006330,0.010477,0.683219,0.038627,-0.729116,0.021260,1.198604,0.001284,-0.077414,0.718071,-0.044634,-0.690210,0.017193,1.404047,0.010198,-0.069293,0.750193,-0.092375,-0.651058,0.012705,1.545033,0.017039,0.073166,0.727155,-0.035543,-0.681637,0.038167,1.391555,0.046138,0.003038,0.633525,0.099243,-0.767325,0.032885,1.405181,0.132900,-0.035798,0.635072,0.109394,-0.763829,0.088863,1.358389,0.439537,-0.044656,0.660222,0.088445,-0.744507,0.130836,1.305717,0.677935,-0.043238,0.697365,0.090811,-0.709624,0.033404,1.394710,-0.028729,0.007674,0.681368,-0.069003,-0.728641,0.032448,1.411356,-0.115119,0.072218,0.681376,-0.038266,-0.727356,0.012920,1.376364,-0.427759,0.113945,0.665792,0.018863,-0.737144,-0.003896,1.338505,-0.669828,0.010387,0.684677,-0.061299,-0.726190,0.004532,0.917529,0.100533,-0.030574,0.709659,-0.030043,-0.703240,0.035860,0.501969,0.142005,0.005077,0.663468,0.005381,-0.748168,0.068445,0.111536,0.141412,-0.075645,0.690503,-0.001902,-0.719361,-0.007604,0.916828,-0.087262,-0.007986,0.697363,-0.036101,-0.715763,0.037291,0.502827,-0.131741,0.006416,0.779901,0.002057,-0.625866,0.061597,0.111804,-0.115955,0.007689,0.662372,0.008010,-0.749093,-0.072572,0.052462,0.158316,0.006951,0.775807,0.003963,-0.630920,-0.076954,0.052235,-0.146227
4,0.133333,0.002570,0.683940,-0.000200,-0.729534,-0.001884,0.917193,0.006611,0.046464,0.682000,0.031429,-0.729197,-0.001635,0.994349,0.006301,0.010227,0.683309,0.038369,-0.729048,0.020813,1.198589,0.001182,-0.077035,0.718130,-0.045121,-0.690159,0.016597,1.404029,0.010097,-0.069621,0.750317,-0.092209,-0.650903,0.012090,1.545016,0.016765,0.072542,0.726980,-0.035820,-0.681876,0.037572,1.391552,0.046041,0.002758,0.633693,0.099355,-0.767173,0.032331,1.405130,0.132814,-0.036681,0.634984,0.108757,-0.763952,0.088160,1.358182,0.439454,-0.046232,0.660887,0.087384,-0.743946,0.130258,1.305468,0.677822,-0.043281,0.697382,0.090616,-0.709630,0.032824,1.394703,-0.028826,0.008042,0.681309,-0.068683,-0.728722,0.031866,1.411330,-0.115220,0.071912,0.680956,-0.037948,-0.727796,0.012260,1.376324,-0.427853,0.113389,0.665222,0.018712,-0.737749,-0.004848,1.338688,-0.669934,0.010344,0.685284,-0.061651,-0.725588,0.004180,0.917551,0.100509,-0.030890,0.710360,-0.029989,-0.702521,0.035711,0.502028,0.142183,0.005017,0.663492,0.005303,-0.748148,0.068436,0.111561,0.141416,-0.075755,0.690565,-0.002036,-0.719290,-0.007949,0.916835,-0.087286,-0.008112,0.697502,-0.036266,-0.715619,0.037096,0.502848,-0.131749,0.006257,0.779896,0.001969,-0.625875,0.061562,0.111832,-0.115943,0.007641,0.662344,0.007961,-0.749118,-0.072571,0.052460,0.158312,0.006808,0.775840,0.003884,-0.630881,-0.076969,0.052215,-0.146217
5,0.166667,0.002366,0.683865,-0.000401,-0.729605,-0.002241,0.917149,0.006526,0.046360,0.681935,0.031498,-0.729262,-0.002037,0.994305,0.006217,0.010028,0.683246,0.038101,-0.729124,0.020407,1.198578,0.001146,-0.077415,0.718184,-0.045446,-0.690039,0.016055,1.404015,0.010047,-0.069562,0.750510,-0.092726,-0.650614,0.011405,1.545019,0.016727,0.072421,0.727160,-0.035825,-0.681697,0.037045,1.391555,0.045988,0.001944,0.633601,0.099367,-0.767250,0.031758,1.405119,0.132760,-0.036867,0.635474,0.109235,-0.763467,0.087659,1.357835,0.439336,-0.044542,0.660719,0.086606,-0.744289,0.129421,1.304869,0.677854,-0.043221,0.697481,0.090344,-0.709571,0.032282,1.394698,-0.028878,0.007293,0.680900,-0.069582,-0.729027,0.031339,1.411283,-0.115281,0.071004,0.680803,-0.038787,-0.727984,0.011460,1.376175,-0.427885,0.112934,0.665164,0.017312,-0.737905,-0.005720,1.338542,-0.669974,0.010221,0.685138,-0.061860,-0.725710,0.003843,0.917508,0.100422,-0.030959,0.710324,-0.030119,-0.702548,0.035579,0.502004,0.142134,0.004978,0.663433,0.005247,-0.748201,0.068413,0.111582,0.141403,-0.075843,0.690541,-0.002232,-0.719303,-0.008325,0.916789,-0.087370,-0.008243,0.697405,-0.036473,-0.715701,0.036887,0.502815,-0.131774,0.006098,0.779894,0.001955,-0.625879,0.061540,0.111852,-0.115931,0.007559,0.662333,0.007851,-0.749130,-0.072583,0.052462,0.158322,0.006587,0.775828,0.003790,-0.630899,-0.076976,0.052204,-0.146214
