,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
C1,C2,X RArm,Y RArm,Z RArm,X RLeg,Y RLeg,Z RLeg,X LLeg,Y LLeg,Z LLeg,X LArm,Y LArm,Z LArm,X Torso,Y Torso,Z Torso,X Head,Y Head,Z Head
,22,0.1965505481,-0.1340328753,0.4632983506,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1943269074,0.0950981528,0.4827536047,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,23,0.1960526109,-0.1341186017,0.4658277631,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1923205107,0.0947857797,0.4903526008,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,24,0.1937545091,-0.1344601661,0.4758738577,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1900349706,0.0944776312,0.4978639483,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,25,0.1924236268,-0.1346295327,0.4808466136,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1892121285,0.0943762287,0.5003457665,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,26,0.190973267,-0.1347977221,0.4857804477,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1874759197,0.0941748247,0.5052735209,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,27,0.1902037859,-0.1348815113,0.4882314205,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1865629852,0.0940749645,0.5077183247,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,28,0.1885776818,-0.1350475699,0.4930992126,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1856206954,0.0939760134,0.5101498365,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,29,0.1877212375,-0.1351302117,0.4955150485,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1836491972,0.0937797055,0.5149707794,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,30,0.1859232783,-0.1352944076,0.500308156,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.181562975,0.0935861915,0.5197326541,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,31,0.1840134561,-0.1354565471,0.5050467253,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1804779023,0.0934904963,0.5220901966,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,32,0.183017388,-0.1355371177,0.507394433,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1782251447,0.0933013558,0.5267562866,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,33,0.1798678339,-0.1357753426,0.5143457651,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1746448576,0.0930237025,0.5336261988,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,34,0.1776372492,-0.1359315664,0.5188993216,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.1721280962,0.0928425342,0.5381151438,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,35,0.0507098362,-0.1408197433,0.6254882216,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.0376792252,0.0906862989,0.6380165815,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,36,0.0473676696,-0.1409542114,0.6264628172,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.034244854,0.0907626748,0.6387912631,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,37,0.0440681539,-0.1410843134,0.6273665428,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,0.0308589637,0.0908389091,0.6394963861,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,38,0.0408143923,-0.1412095577,0.6282016039,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.034990117,0.0924119577,0.6421465874,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,39,-0.022404734,-0.1429977715,0.6340515018,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0359551385,0.0924362689,0.6420314908,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,40,-0.0233055651,-0.1430154741,0.6339968443,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0368145704,0.0924583301,0.6419252157,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,41,-0.0241024233,-0.1430313587,0.6339452863,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0375679433,0.0924781337,0.6418291926,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,42,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,43,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,44,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,45,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,46,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,47,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,48,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,49,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,50,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,51,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,52,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,53,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,54,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,55,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,56,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,57,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,58,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,59,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,60,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,61,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,62,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,63,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,64,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,65,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,66,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,67,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,68,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,69,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,70,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,71,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,72,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,73,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,74,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,75,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,76,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,77,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,78,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,79,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,80,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,81,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,82,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,83,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,84,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,85,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,86,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,87,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,88,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,89,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,90,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,91,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,92,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,93,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
,94,-0.0268864781,-0.1431152076,0.6337401867,-0.004492979,-0.0676214248,-0.0052566603,-0.0045199394,0.067619741,2.90572643280029E-007,-0.0400253646,0.0925671458,0.6414982677,-0.0105686188,-0.0128880143,0.3288783431,-0.0111269951,-0.017801702,0.4552816451
