Format Version,1.21,Take Name,PiernaI,Capture Frame Rate,120.000000,Export Frame Rate,30.000000,Capture Start Time,2017-11-09 10.31.32.923 AM,Total Frames in Take,751,Total Exported Frames,189,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Head,Head,Head,RArm,RArm,RArm,RLeg,RLeg,RLeg,LLeg,LLeg,LLeg,Torso,Torso,Torso,LArm,LArm,LArm
,,"8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357066","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357067","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357068","8392B20CF49E357069","8392B20CF49E357069","8392B20CF49E357069","8392B20CF49E35706E","8392B20CF49E35706E","8392B20CF49E35706E","8392B20CF49E35706F","8392B20CF49E35706F","8392B20CF49E35706F"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
169,5.633333,-0.196149,1.697386,0.036156,-0.110354,0.830048,-0.266717,-0.099513,0.092072,-0.233050,-0.134267,0.087139,0.190330,-0.205153,1.113215,0.018186,-0.153720,0.829475,0.302017
170,5.666667,-0.196513,1.697695,0.034130,-0.105546,0.829761,-0.269732,-0.099592,0.091997,-0.233066,-0.134318,0.087060,0.190311,-0.204731,1.113660,0.017064,-0.160921,0.831271,0.296529
171,5.700000,-0.196544,1.698367,0.031909,-0.102051,0.829422,-0.272113,-0.099620,0.091955,-0.233072,-0.134353,0.087040,0.190251,-0.204102,1.113820,0.015633,-0.167772,0.833192,0.291135
172,5.733333,-0.196061,1.699114,0.029598,-0.100294,0.829157,-0.273797,-0.099599,0.091951,-0.233071,-0.134367,0.087118,0.190144,-0.203522,1.113778,0.013977,-0.173761,0.834915,0.286436
173,5.766667,-0.195522,1.699443,0.027157,-0.099399,0.829151,-0.275463,-0.099576,0.091915,-0.233079,-0.134352,0.087148,0.190088,-0.203012,1.113465,0.012084,-0.178711,0.836366,0.282494
174,5.800000,-0.195373,1.699171,0.024772,-0.099332,0.829555,-0.277086,-0.099555,0.091906,-0.233066,-0.134364,0.087178,0.190022,-0.202393,1.113379,0.010426,-0.182246,0.837573,0.279725
175,5.833333,-0.195145,1.698790,0.022616,-0.099778,0.829825,-0.278000,-0.099526,0.091929,-0.233026,-0.134371,0.087188,0.189983,-0.201848,1.113522,0.008963,-0.184536,0.838406,0.277585
176,5.866667,-0.194725,1.698440,0.020620,-0.101060,0.830508,-0.278729,-0.099508,0.091950,-0.232999,-0.134376,0.087187,0.189949,-0.201037,1.113623,0.007477,-0.185690,0.838789,0.276236
177,5.900000,-0.194142,1.698281,0.018848,-0.102494,0.831044,-0.279065,-0.099458,0.091963,-0.232983,-0.134376,0.087202,0.189912,-0.200401,1.113640,0.005904,-0.185395,0.838471,0.275517
178,5.933333,-0.193153,1.698176,0.017380,-0.104242,0.831716,-0.278824,-0.099413,0.092002,-0.232982,-0.134362,0.087224,0.189846,-0.199584,1.113634,0.004448,-0.183833,0.837786,0.275496
179,5.966667,-0.192208,1.698286,0.016184,-0.105737,0.832398,-0.278505,-0.099370,0.092028,-0.232972,-0.134366,0.087260,0.189810,-0.198891,1.113676,0.003035,-0.180923,0.836788,0.275814
180,6.000000,-0.190937,1.698280,0.015188,-0.107031,0.832978,-0.277840,-0.099326,0.092046,-0.232930,-0.134215,0.087132,0.189747,-0.197986,1.113730,0.001824,-0.177241,0.835489,0.276575
181,6.033333,-0.189667,1.698363,0.014557,-0.107770,0.833409,-0.277291,-0.099281,0.092082,-0.232900,-0.134146,0.087074,0.189630,-0.197168,1.113806,0.000705,-0.172687,0.834043,0.277516
182,6.066667,-0.188282,1.698475,0.014202,-0.108084,0.833478,-0.276439,-0.099247,0.092113,-0.232851,-0.134208,0.087241,0.189644,-0.196274,1.113887,-0.000152,-0.167429,0.832620,0.278296
183,6.100000,-0.187145,1.698563,0.013994,-0.107812,0.833453,-0.276153,-0.099191,0.092123,-0.232798,-0.134122,0.087132,0.189543,-0.195411,1.113911,-0.000815,-0.161913,0.830993,0.279336
184,6.133333,-0.186116,1.698520,0.013926,-0.107020,0.833196,-0.276218,-0.099145,0.092154,-0.232776,-0.134148,0.087308,0.189561,-0.194502,1.113940,-0.001161,-0.156123,0.829540,0.280137
185,6.166667,-0.185239,1.698415,0.013912,-0.105534,0.832560,-0.276308,-0.099090,0.092202,-0.232737,-0.134097,0.087366,0.189551,-0.193695,1.114006,-0.001270,-0.150260,0.828218,0.281049
186,6.200000,-0.184376,1.698208,0.013893,-0.103910,0.832017,-0.277016,-0.098968,0.092245,-0.232714,-0.134062,0.087421,0.189520,-0.192802,1.113952,-0.001056,-0.144747,0.827337,0.282153
187,6.233333,-0.183586,1.697945,0.013961,-0.102003,0.831174,-0.277596,-0.098983,0.092288,-0.232657,-0.133985,0.087496,0.189501,-0.192028,1.113951,-0.000711,-0.139691,0.826759,0.282841
188,6.266667,,,,,,,,,,,,,,,,,,
